district_id,district_name,region_id,region_name,student_cases,staff_cases,date_stamp
170,Crockett County,1,Northwest Tennessee CORE Region,11,2,2020-10-22
171,Alamo,1,Northwest Tennessee CORE Region,3,1,2020-10-22
172,Bells,1,Northwest Tennessee CORE Region,1,0,2020-10-22
180,Cumberland County,4,Upper Cumberland CORE Region,0,0,2020-10-22
190,Davidson County,3,Mid Cumberland CORE Region,26,32,2020-10-22
200,Decatur County,9,Southwest CORE Region,4,1,2020-10-22
210,DeKalb County,4,Upper Cumberland CORE Region,1,3,2020-10-22
220,Dickson County,3,Mid Cumberland CORE Region,0,0,2020-10-22
230,Dyer County,1,Northwest Tennessee CORE Region,12,2,2020-10-22
231,Dyersburg,1,Northwest Tennessee CORE Region,0,0,2020-10-22
240,Fayette County Public Schools,9,Southwest CORE Region,4,2,2020-10-22
250,Fentress County,4,Upper Cumberland CORE Region,0,0,2020-10-22
260,Franklin County,8,South Central CORE Region,,,2020-10-22
271,Humboldt City Schools,1,Northwest Tennessee CORE Region,0,1,2020-10-22
272,Milan,1,Northwest Tennessee CORE Region,2,1,2020-10-22
273,Trenton,1,Northwest Tennessee CORE Region,0,0,2020-10-22
274,Bradford,1,Northwest Tennessee CORE Region,1,0,2020-10-22
275,Gibson Co Sp Dist,1,Northwest Tennessee CORE Region,0,0,2020-10-22
280,Giles County,8,South Central CORE Region,10,4,2020-10-22
290,Grainger County,5,East Tennessee CORE Region,1,4,2020-10-22
300,Greene County,6,First Tennessee CORE Region,0,0,2020-10-22
301,Greeneville,6,First Tennessee CORE Region,5,0,2020-10-22
310,Grundy County,7,Southeast Tennessee CORE Region,3,4,2020-10-22
320,Hamblen County,6,First Tennessee CORE Region,10,4,2020-10-22
330,Hamilton County,7,Southeast Tennessee CORE Region,,,2020-10-22
340,Hancock County,6,First Tennessee CORE Region,0,0,2020-10-22
350,Hardeman County Schools,9,Southwest CORE Region,0,0,2020-10-22
360,Hardin County,9,Southwest CORE Region,7,0,2020-10-22
370,Hawkins County,6,First Tennessee CORE Region,7,4,2020-10-22
371,Rogersville,6,First Tennessee CORE Region,,,2020-10-22
380,Haywood County,9,Southwest CORE Region,0,0,2020-10-22
390,Henderson County,9,Southwest CORE Region,4,0,2020-10-22
391,Lexington,9,Southwest CORE Region,0,0,2020-10-22
400,Henry County,1,Northwest Tennessee CORE Region,,,2020-10-22
401,Paris,1,Northwest Tennessee CORE Region,0,0,2020-10-22
410,Hickman County,8,South Central CORE Region,0,0,2020-10-22
420,Houston County,3,Mid Cumberland CORE Region,0,0,2020-10-22
430,Humphreys County,3,Mid Cumberland CORE Region,8,4,2020-10-22
440,Jackson County,4,Upper Cumberland CORE Region,0,0,2020-10-22
450,Jefferson County,5,East Tennessee CORE Region,6,5,2020-10-22
460,Johnson County,6,First Tennessee CORE Region,6,6,2020-10-22
470,Knox County,5,East Tennessee CORE Region,49,20,2020-10-22
480,Lake County,1,Northwest Tennessee CORE Region,0,1,2020-10-22
490,Lauderdale County,9,Southwest CORE Region,6,0,2020-10-22
500,Lawrence County,8,South Central CORE Region,11,11,2020-10-22
510,Lewis County,8,South Central CORE Region,6,4,2020-10-22
520,Lincoln County,8,South Central CORE Region,0,0,2020-10-22
521,Fayetteville,8,South Central CORE Region,0,3,2020-10-22
530,Loudon County,5,East Tennessee CORE Region,0,0,2020-10-22
531,Lenoir City,5,East Tennessee CORE Region,0,0,2020-10-22
540,McMinn County,7,Southeast Tennessee CORE Region,2,4,2020-10-22
541,Athens,7,Southeast Tennessee CORE Region,0,2,2020-10-22
542,Etowah,7,Southeast Tennessee CORE Region,0,3,2020-10-22
550,McNairy County,9,Southwest CORE Region,,,2020-10-22
560,Macon County,4,Upper Cumberland CORE Region,0,0,2020-10-22
570,Madison County,9,Southwest CORE Region,0,0,2020-10-22
580,Marion County,7,Southeast Tennessee CORE Region,,,2020-10-22
581,Richard City,7,Southeast Tennessee CORE Region,,,2020-10-22
590,Marshall County,8,South Central CORE Region,8,0,2020-10-22
600,Maury County,8,South Central CORE Region,27,5,2020-10-22
610,Meigs County,7,Southeast Tennessee CORE Region,6,3,2020-10-22
620,Monroe County,5,East Tennessee CORE Region,8,2,2020-10-22
621,Sweetwater,5,East Tennessee CORE Region,1,3,2020-10-22
630,Montgomery County,3,Mid Cumberland CORE Region,0,0,2020-10-22
640,Moore County,8,South Central CORE Region,,,2020-10-22
650,Morgan County,5,East Tennessee CORE Region,1,4,2020-10-22
660,Obion County,1,Northwest Tennessee CORE Region,,,2020-10-22
661,Union City,1,Northwest Tennessee CORE Region,9,4,2020-10-22
670,Overton County,4,Upper Cumberland CORE Region,0,0,2020-10-22
680,Perry County,8,South Central CORE Region,2,1,2020-10-22
690,Pickett County,4,Upper Cumberland CORE Region,0,0,2020-10-22
700,Polk County,7,Southeast Tennessee CORE Region,,,2020-10-22
710,Putnam County,4,Upper Cumberland CORE Region,0,0,2020-10-22
720,Rhea County,7,Southeast Tennessee CORE Region,0,0,2020-10-22
721,Dayton,7,Southeast Tennessee CORE Region,2,0,2020-10-22
730,Roane County,5,East Tennessee CORE Region,19,6,2020-10-22
740,Robertson County,3,Mid Cumberland CORE Region,0,0,2020-10-22
750,Rutherford County,3,Mid Cumberland CORE Region,27,21,2020-10-22
751,Murfreesboro,3,Mid Cumberland CORE Region,0,0,2020-10-22
760,Scott County,5,East Tennessee CORE Region,0,0,2020-10-22
761,Oneida,5,East Tennessee CORE Region,3,1,2020-10-22
770,Sequatchie County,7,Southeast Tennessee CORE Region,2,2,2020-10-22
780,Sevier County,5,East Tennessee CORE Region,,,2020-10-22
792,Shelby County,9,Southwest CORE Region,0,13,2020-10-22
793,Arlington,9,Southwest CORE Region,0,0,2020-10-22
794,Bartlett,9,Southwest CORE Region,0,7,2020-10-22
795,Collierville,9,Southwest CORE Region,0,0,2020-10-22
796,Germantown,9,Southwest CORE Region,0,0,2020-10-22
797,Lakeland,9,Southwest CORE Region,0,0,2020-10-22
798,Millington Municipal Schools,9,Southwest CORE Region,0,0,2020-10-22
800,Smith County,4,Upper Cumberland CORE Region,,,2020-10-22
810,Stewart County,3,Mid Cumberland CORE Region,1,1,2020-10-22
820,Sullivan County,6,First Tennessee CORE Region,0,0,2020-10-22
821,Bristol,6,First Tennessee CORE Region,4,2,2020-10-22
822,Kingsport,6,First Tennessee CORE Region,0,0,2020-10-22
830,Sumner County,3,Mid Cumberland CORE Region,15,11,2020-10-22
840,Tipton County,9,Southwest CORE Region,3,9,2020-10-22
850,Trousdale County,4,Upper Cumberland CORE Region,1,1,2020-10-22
860,Unicoi County,6,First Tennessee CORE Region,,,2020-10-22
870,Union County,5,East Tennessee CORE Region,,,2020-10-22
880,Van Buren County,4,Upper Cumberland CORE Region,1,0,2020-10-22
890,Warren County,4,Upper Cumberland CORE Region,16,10,2020-10-22
900,Washington County,6,First Tennessee CORE Region,0,0,2020-10-22
901,Johnson City,6,First Tennessee CORE Region,0,0,2020-10-22
910,Wayne County,8,South Central CORE Region,0,0,2020-10-22
920,Weakley County,1,Northwest Tennessee CORE Region,,,2020-10-22
930,White County,4,Upper Cumberland CORE Region,,,2020-10-22
940,Williamson County,3,Mid Cumberland CORE Region,24,0,2020-10-22
941,Franklin SSD,3,Mid Cumberland CORE Region,6,1,2020-10-22
950,Wilson County,3,Mid Cumberland CORE Region,,,2020-10-22
951,Lebanon,3,Mid Cumberland CORE Region,1,6,2020-10-22
960,West Tennessee School for the Deaf,9,Southwest CORE Region,0,0,2020-10-22
961,Alvin C York Institute,4,Upper Cumberland CORE Region,0,1,2020-10-22
963,Tennessee School for Blind,3,Mid Cumberland CORE Region,0,0,2020-10-22
964,Tennessee School for the Deaf,5,East Tennessee CORE Region,0,0,2020-10-22
985,Achievement School District,9,Southwest CORE Region,,,2020-10-22
986,Tennessee State Board of Education,3,Mid Cumberland CORE Region,,,2020-10-22
